SEMBOL,FİYAT,SKOR,GEÇEN ANALİZLER,TAKILDIĞI ANALİZLER,KURUM ALIŞ-SATIŞ ANALİZİ,OLUSTURULMA_ZAMANI
YAPRK,268.5,5,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.18, satış=0.52 | Alışlar: BOFA 2g: +0.36, BOFA 3g: +0.36, KAMU 1g: +0.37, KAMU 2g: +0.04, KAMU 3g: +0.04 | Satışlar: BOFA 1g: -0.50, TERA 1g: -0.01, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
SKYMD,12.45,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.58, satış=1.12 | Alışlar: BOFA 1g: +0.39, BOFA 2g: +1.08, BOFA 3g: +1.11 | Satışlar: KAMU 1g: -0.15, KAMU 2g: -0.10, KAMU 3g: -0.07, TERA 1g: -0.09, TERA 2g: -0.34, TERA 3g: -0.35",16.07.2025 22:41
KONTR,21.28,3,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.05, satış=0.35 | Alışlar: BOFA 1g: +0.05, TERA 1g: +0.01 | Satışlar: BOFA 2g: -0.06, BOFA 3g: -0.06, KAMU 1g: -0.05, KAMU 2g: -0.05, KAMU 3g: -0.05, TERA 2g: -0.04, TERA 3g: -0.04",16.07.2025 22:41
MEPET,9.71,5,Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=1.09, satış=0.91 | Alışlar: KAMU 1g: +0.45, KAMU 2g: +0.32, KAMU 3g: +0.31 | Satışlar: TERA 1g: -0.29, TERA 2g: -0.30, TERA 3g: -0.33",16.07.2025 22:41
YEOTK,37.86,3,Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.40, satış=0.31 | Alışlar: BOFA 1g: +0.10, BOFA 2g: +0.14, BOFA 3g: +0.14, KAMU 1g: +0.01 | Satışlar: KAMU 2g: -0.11, KAMU 3g: -0.11, TERA 1g: -0.01, TERA 2g: -0.04, TERA 3g: -0.04",16.07.2025 22:41
EMKEL,40.1,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.27, satış=2.88 | Alışlar: KAMU 2g: +0.14, KAMU 3g: +0.13 | Satışlar: BOFA 1g: -0.38, BOFA 2g: -0.90, BOFA 3g: -0.91, KAMU 1g: -0.14, TERA 1g: -0.11, TERA 2g: -0.21, TERA 3g: -0.22",16.07.2025 22:41
AKSUE,16.61,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; MACD pozitif ve histogram artışta; Momentum pozitif; PD/DD makul düzeyde,RSI son 3 gün artış (2); OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.11, satış=0.22 | Alışlar: BOFA 1g: +0.00, BOFA 2g: +0.06, BOFA 3g: +0.06 | Satışlar: KAMU 1g: -0.14, KAMU 2g: -0.02, KAMU 3g: -0.02, TERA 1g: -0.03, TERA 2g: -0.00, TERA 3g: -0.00",16.07.2025 22:41
DOHOL,15.71,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.43, satış=0.46 | Alışlar: BOFA 1g: +0.08, BOFA 2g: +0.17, BOFA 3g: +0.18, KAMU 1g: +0.01 | Satışlar: KAMU 2g: -0.03, KAMU 3g: -0.05, TERA 1g: -0.10, TERA 2g: -0.14, TERA 3g: -0.15",16.07.2025 22:41
GSRAY,1.22,4,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=14.92, satış=13.53 | Alışlar: BOFA 1g: +1.11, BOFA 2g: +6.24, BOFA 3g: +7.12, KAMU 1g: +0.24, KAMU 2g: +0.02, KAMU 3g: +0.19 | Satışlar: TERA 1g: -1.04, TERA 2g: -7.26, TERA 3g: -5.23",16.07.2025 22:41
SANKO,20.26,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.49, satış=0.01 | Alışlar: BOFA 2g: +0.06, BOFA 3g: +0.06, KAMU 1g: +0.45, KAMU 2g: +0.46, KAMU 3g: +0.44, TERA 1g: +0.01, TERA 2g: +0.01, TERA 3g: +0.01 | Satışlar: BOFA 1g: -0.01",16.07.2025 22:41
SAHOL,88.7,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.33, satış=1.36 | Alışlar: KAMU 1g: +0.48, KAMU 2g: +0.70, KAMU 3g: +0.70, TERA 1g: +0.10, TERA 2g: +0.18, TERA 3g: +0.18 | Satışlar: BOFA 1g: -0.25, BOFA 2g: -0.56, BOFA 3g: -0.56",16.07.2025 22:41
TRGYO,68.5,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.12, satış=0.30 | Alışlar: BOFA 1g: +0.07, BOFA 2g: +0.02, BOFA 3g: +0.03 | Satışlar: KAMU 1g: -0.04, KAMU 2g: -0.05, KAMU 3g: -0.05, TERA 1g: -0.05, TERA 2g: -0.06, TERA 3g: -0.06",16.07.2025 22:41
TAVHL,268.75,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.60, satış=0.07 | Alışlar: BOFA 1g: +0.13, BOFA 2g: +0.24, BOFA 3g: +0.24 | Satışlar: KAMU 1g: -0.03, KAMU 2g: -0.01, KAMU 3g: -0.01, TERA 1g: -0.02, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
TTKOM,55.6,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; MACD pozitif ve histogram artışta; Momentum pozitif; PD/DD makul düzeyde,RSI son 3 gün artış (2); OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.87, satış=0.10 | Alışlar: BOFA 2g: +0.13, BOFA 3g: +0.13, KAMU 1g: +0.03, KAMU 2g: +0.13, KAMU 3g: +0.13, TERA 2g: +0.16, TERA 3g: +0.16 | Satışlar: BOFA 1g: -0.09, TERA 1g: -0.02",16.07.2025 22:41
RALYH,114.1,3,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.86, satış=2.43 | Alışlar: KAMU 1g: +0.14, KAMU 2g: +0.36, KAMU 3g: +0.36 | Satışlar: BOFA 1g: -0.29, BOFA 2g: -0.53, BOFA 3g: -0.53, TERA 1g: -0.13, TERA 2g: -0.47, TERA 3g: -0.48",16.07.2025 22:41
IPEKE,58.6,6,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.90, satış=1.39 | Alışlar: BOFA 1g: +0.53, BOFA 2g: +1.18, BOFA 3g: +1.19 | Satışlar: KAMU 1g: -0.17, KAMU 2g: -0.30, KAMU 3g: -0.30, TERA 1g: -0.14, TERA 2g: -0.24, TERA 3g: -0.24",16.07.2025 22:41
VESBE,10.16,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.00, satış=1.10 | Alışlar:  | Satışlar: BOFA 1g: -0.24, BOFA 2g: -0.24, BOFA 3g: -0.27, KAMU 1g: -0.11, KAMU 2g: -0.09, KAMU 3g: -0.09, TERA 1g: -0.02, TERA 2g: -0.02, TERA 3g: -0.02",16.07.2025 22:41
OYAKC,23.86,4,EMA kısa vadede yukarı trend; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.05, satış=0.14 | Alışlar: TERA 1g: +0.01, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: BOFA 1g: -0.04, BOFA 2g: -0.01, BOFA 3g: -0.01, KAMU 1g: -0.01, KAMU 2g: -0.04, KAMU 3g: -0.04",16.07.2025 22:41
ARENA,34.66,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=3.08, satış=0.00 | Alışlar: BOFA 1g: +0.45, BOFA 2g: +0.47, BOFA 3g: +0.48, KAMU 1g: +0.34, KAMU 2g: +0.52, KAMU 3g: +0.52, TERA 1g: +0.17, TERA 2g: +0.06, TERA 3g: +0.06 | Satışlar: ",16.07.2025 22:41
VAKBN,27.34,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.07, satış=0.03 | Alışlar: BOFA 1g: +0.03, BOFA 2g: +0.02, BOFA 3g: +0.02 | Satışlar: KAMU 1g: -0.01, KAMU 2g: -0.00, KAMU 3g: -0.00, TERA 1g: -0.00, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
EGEPO,9.13,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Kurum hareketi nötr. Toplam alış=3.44, satış=3.08 | Alışlar: BOFA 1g: +1.63, BOFA 2g: +0.82, BOFA 3g: +0.99 | Satışlar: KAMU 1g: -0.85, KAMU 2g: -0.77, KAMU 3g: -0.80, TERA 1g: -0.17, TERA 2g: -0.24, TERA 3g: -0.26",16.07.2025 22:41
ARCLK,122.7,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.11, satış=0.18 | Alışlar: BOFA 1g: +0.31, BOFA 2g: +0.38, BOFA 3g: +0.39, TERA 2g: +0.02, TERA 3g: +0.02 | Satışlar: KAMU 1g: -0.03, KAMU 2g: -0.05, KAMU 3g: -0.05, TERA 1g: -0.04",16.07.2025 22:41
EUPWR,30.8,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.40, satış=0.62 | Alışlar: BOFA 2g: +0.08, BOFA 3g: +0.08, KAMU 1g: +0.54, KAMU 2g: +0.35, KAMU 3g: +0.35 | Satışlar: BOFA 1g: -0.08, TERA 1g: -0.44, TERA 2g: -0.04, TERA 3g: -0.06",16.07.2025 22:41
AGHOL,266.0,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.06, satış=0.04 | Alışlar: BOFA 1g: +0.02, BOFA 2g: +0.02, BOFA 3g: +0.02, KAMU 1g: +0.01, TERA 1g: +0.00 | Satışlar: KAMU 2g: -0.02, KAMU 3g: -0.02, TERA 2g: -0.00, TERA 3g: -0.00",16.07.2025 22:41
GEDIK,13.7,4,Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Kurum hareketi nötr. Toplam alış=1.28, satış=1.16 | Alışlar: BOFA 2g: +0.03, KAMU 1g: +0.55, KAMU 2g: +0.35, KAMU 3g: +0.36 | Satışlar: BOFA 1g: -0.42, BOFA 3g: -0.00, TERA 1g: -0.25, TERA 2g: -0.24, TERA 3g: -0.25",16.07.2025 22:41
KOZAL,23.82,5,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=3.25, satış=1.79 | Alışlar: BOFA 1g: +0.34, BOFA 2g: +1.40, BOFA 3g: +1.42, TERA 2g: +0.04, TERA 3g: +0.05 | Satışlar: KAMU 1g: -0.25, KAMU 2g: -0.77, KAMU 3g: -0.77, TERA 1g: -0.00",16.07.2025 22:41
ISCTR,14.56,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.03, satış=0.91 | Alışlar: TERA 1g: +0.03 | Satışlar: BOFA 1g: -0.23, BOFA 2g: -0.16, BOFA 3g: -0.18, KAMU 1g: -0.02, KAMU 2g: -0.13, KAMU 3g: -0.13, TERA 2g: -0.03, TERA 3g: -0.03",16.07.2025 22:41
KRDMD,24.88,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.46, satış=1.02 | Alışlar: KAMU 1g: +0.20, TERA 1g: +0.08, TERA 2g: +0.09, TERA 3g: +0.09 | Satışlar: BOFA 1g: -0.44, BOFA 2g: -0.19, BOFA 3g: -0.20, KAMU 2g: -0.09, KAMU 3g: -0.11",16.07.2025 22:41
AEFES,15.2,4,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.27, satış=0.31 | Alışlar: BOFA 2g: +0.09, BOFA 3g: +0.08, TERA 1g: +0.02, TERA 2g: +0.02, TERA 3g: +0.06 | Satışlar: BOFA 1g: -0.14, KAMU 1g: -0.01, KAMU 2g: -0.10, KAMU 3g: -0.06",16.07.2025 22:41
TSKB,13.12,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.69, satış=0.38 | Alışlar: BOFA 1g: +0.08, BOFA 2g: +0.04, BOFA 3g: +0.05, KAMU 2g: +0.26, KAMU 3g: +0.26 | Satışlar: KAMU 1g: -0.00, TERA 1g: -0.09, TERA 2g: -0.14, TERA 3g: -0.14",16.07.2025 22:41
CCOLA,49.0,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.42, satış=0.11 | Alışlar: BOFA 1g: +0.10, BOFA 2g: +0.16, BOFA 3g: +0.16, TERA 1g: +0.00 | Satışlar: KAMU 1g: -0.01, KAMU 2g: -0.04, KAMU 3g: -0.03, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
GARAN,137.5,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.81, satış=0.89 | Alışlar: BOFA 1g: +0.17, BOFA 2g: +0.32, BOFA 3g: +0.32 | Satışlar: KAMU 1g: -0.01, KAMU 2g: -0.16, KAMU 3g: -0.16, TERA 1g: -0.19, TERA 2g: -0.19, TERA 3g: -0.19",16.07.2025 22:41
VESTL,36.06,3,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.15, satış=0.76 | Alışlar: KAMU 1g: +0.06, KAMU 2g: +0.04, KAMU 3g: +0.04 | Satışlar: BOFA 1g: -0.23, BOFA 2g: -0.18, BOFA 3g: -0.19, TERA 1g: -0.02, TERA 2g: -0.07, TERA 3g: -0.07",16.07.2025 22:41
BALSU,20.08,5,Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.72, satış=1.00 | Alışlar: BOFA 1g: +0.49, BOFA 2g: +0.59, BOFA 3g: +0.62, KAMU 1g: +0.01 | Satışlar: KAMU 2g: -0.06, KAMU 3g: -0.10, TERA 1g: -0.22, TERA 2g: -0.30, TERA 3g: -0.31",16.07.2025 22:41
CEMAS,9.18,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.06, satış=1.42 | Alışlar: BOFA 1g: +0.06 | Satışlar: BOFA 2g: -0.42, BOFA 3g: -0.41, KAMU 1g: -0.13, KAMU 2g: -0.08, KAMU 3g: -0.09, TERA 1g: -0.08, TERA 2g: -0.10, TERA 3g: -0.11",16.07.2025 22:41
EKGYO,18.5,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.31, satış=2.00 | Alışlar: BOFA 2g: +0.16, BOFA 3g: +0.14, KAMU 1g: +0.00 | Satışlar: BOFA 1g: -0.50, KAMU 2g: -0.27, KAMU 3g: -0.28, TERA 1g: -0.16, TERA 2g: -0.39, TERA 3g: -0.40",16.07.2025 22:41
TERA,428.25,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=6.01, satış=1.57 | Alışlar: BOFA 1g: +0.47, BOFA 2g: +1.31, BOFA 3g: +1.31, TERA 1g: +0.51, TERA 2g: +1.21, TERA 3g: +1.21 | Satışlar: KAMU 1g: -0.33, KAMU 2g: -0.62, KAMU 3g: -0.62",16.07.2025 22:41
TUREX,10.39,3,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=2.31, satış=4.27 | Alışlar: BOFA 1g: +0.18, KAMU 2g: +1.09, KAMU 3g: +1.01, TERA 1g: +0.03 | Satışlar: BOFA 2g: -1.86, BOFA 3g: -1.84, KAMU 1g: -0.39, TERA 2g: -0.09, TERA 3g: -0.09",16.07.2025 22:41
BURCE,15.88,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=11.91, satış=7.50 | Alışlar: KAMU 1g: +3.82, KAMU 2g: +2.67, KAMU 3g: +2.61, TERA 2g: +1.43, TERA 3g: +1.38 | Satışlar: BOFA 1g: -2.45, BOFA 2g: -2.31, BOFA 3g: -2.46, TERA 1g: -0.28",16.07.2025 22:41
KRDMB,25.86,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=1.62, satış=1.75 | Alışlar: BOFA 1g: +0.10, BOFA 2g: +0.75, BOFA 3g: +0.75, TERA 2g: +0.01, TERA 3g: +0.01 | Satışlar: KAMU 1g: -0.33, KAMU 2g: -0.66, KAMU 3g: -0.66, TERA 1g: -0.09",16.07.2025 22:41
SELGD,75.1,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.72, satış=0.91 | Alışlar: KAMU 1g: +0.20, KAMU 2g: +0.26, KAMU 3g: +0.26, TERA 2g: +0.00, TERA 3g: +0.01 | Satışlar: BOFA 2g: -0.45, BOFA 3g: -0.45, TERA 1g: -0.01",16.07.2025 22:41
EGGUB,94.1,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.28, satış=0.42 | Alışlar: KAMU 2g: +0.14, KAMU 3g: +0.14 | Satışlar: BOFA 1g: -0.12, BOFA 2g: -0.13, BOFA 3g: -0.14, KAMU 1g: -0.02, TERA 1g: -0.01, TERA 2g: -0.00, TERA 3g: -0.00",16.07.2025 22:41
AKBNK,66.9,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.00, satış=0.53 | Alışlar:  | Satışlar: BOFA 1g: -0.01, BOFA 2g: -0.15, BOFA 3g: -0.15, KAMU 1g: -0.01, KAMU 2g: -0.05, KAMU 3g: -0.05, TERA 1g: -0.01, TERA 2g: -0.06, TERA 3g: -0.06",16.07.2025 22:41
YKBNK,32.82,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.00, satış=1.75 | Alışlar:  | Satışlar: BOFA 1g: -0.30, BOFA 2g: -0.56, BOFA 3g: -0.57, KAMU 1g: -0.09, KAMU 2g: -0.01, KAMU 3g: -0.01, TERA 1g: -0.00, TERA 2g: -0.11, TERA 3g: -0.11",16.07.2025 22:41
